發生時間,發生地點,死亡受傷人數,車種,經度,緯度
110年11月19日 10時36分43秒,新竹縣竹北市博愛南路南側 / 新竹縣竹北市興隆路1段東側,死亡1;受傷0,動力機械-其他車;腳踏自行車-慢車,121.000387,24.824275
110年11月19日 12時23分11秒,新竹市香山區西濱快速道路口 / 新竹市香山區美山路口,死亡1;受傷1,自用-半聯結車;營業用-半聯結車,120.914705,24.778890
110年11月19日 16時00分00秒,彰化縣秀水鄉金興村正興路 / 彰化縣秀水鄉金興村正興路,死亡1;受傷0,普通重型-機車,120.523064,24.019391
110年11月19日 21時09分21秒,苗栗縣竹南鎮大山里苗八線與苗九線路口,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人,120.805559,24.641492
110年11月20日 01時40分20秒,宜蘭縣壯圍鄉191縣道路口 / 宜蘭縣壯圍鄉192縣道路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.778849,24.772831
110年11月20日 05時17分00秒,雲林縣西螺鎮振興里臺1線與市場南路口(南往北方向),死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車;乘客-人,120.474604,23.782958
110年11月20日 06時24分00秒,南投縣南投市彰南路二段338號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;普通重型-機車,120.680263,23.914703
110年11月20日 08時50分00秒,臺中市潭子區東寶里雅潭路二段 / 臺中市潭子區東寶里大富路二段,死亡1;受傷3,自用-小客車;計程車-小客車;普通重型-機車;普通重型-機車;其他人-人,120.684566,24.216328
110年11月20日 09時43分00秒,桃園市大園區青昇路一段25號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.223790,25.014395
110年11月20日 12時57分32秒,宜蘭縣南澳鄉河堤道路鐵路橋下,死亡1;受傷2,自用-小貨車(含客、貨兩用);乘客-人;乘客-人,121.786748,24.462330
110年11月20日 18時47分00秒,彰化縣鹿港鎮東石里媽祖路前0.0公尺,死亡1;受傷0,電動自行車-慢車;自用-小客車,120.410445,24.061723
110年11月20日 22時19分00秒,臺北市文山區新光路1段 / 臺北市文山區萬壽橋,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.573548,24.991674
110年11月21日 00時00分00秒,高雄市左營區自由二路467號前0.0公尺前,死亡1;受傷0,行人-人;自用-小客車,120.309088,22.666752
110年11月21日 05時00分00秒,彰化縣埔鹽鄉崑崙村彰水路1段141號前0.0公尺前,死亡1;受傷0,自用-小客車,120.483383,23.966799
110年11月21日 05時17分00秒,桃園市龍潭區福龍路3段附近 / 桃園市龍潭區福龍路3段附近,死亡1;受傷0,普通重型-機車,121.219089,24.878978
110年11月21日 08時50分00秒,嘉義縣中埔鄉義仁村潭情路與田寮路口,死亡1;受傷0,自用-小客車;大型重型2(250-550C.C.)-機車,120.511726,23.446495
110年11月21日 12時30分21秒,宜蘭縣三星鄉台7丙線 19公里東側向內側,死亡1;受傷3,普通重型-機車;自用-小客車;乘客-人;乘客-人,121.703401,24.668285
110年11月21日 16時55分00秒,基隆市中山區中山二路123號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.738150,25.143363
110年11月21日 17時54分00秒,高雄市大寮區鳳屏一路 / 高雄市大寮區鳳屏一路,死亡1;受傷2,自用-小客車;自用-小客車;乘客-人,120.387826,22.633108
110年11月21日 18時00分42秒,宜蘭縣壯圍鄉壯濱路5段310號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;大型重型2(250-550C.C.)-機車,121.814835,24.789850
110年11月22日 05時42分00秒,新北市板橋區新北市板橋區環河西路往土城方向P125柱,死亡1;受傷0,普通重型-機車,121.487540,25.014051
110年11月22日 11時56分54秒,南投縣南投市南崗二路口 / 南投縣南投市平山二路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車;自用-小貨車(含客、貨兩用),120.674035,23.920575
110年11月22日 17時34分00秒,宜蘭縣礁溪鄉踏踏六路79前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,121.782560,24.786091
110年11月22日 20時44分00秒,基隆市仁愛區南榮路485號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.741748,25.113857
110年11月23日 06時10分54秒,雲林縣斗六市大學路一段口 / 雲林縣斗六市中華路,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.556151,23.708150
110年11月23日 07時22分00秒,苗栗縣頭屋鄉獅潭村苗126線13公里處路口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.844538,24.595179
110年11月23日 11時33分38秒,宜蘭縣宜蘭市中山路5段口 / 宜蘭縣宜蘭市中山路5段口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.759452,24.779156
110年11月23日 14時27分32秒,臺南市東山區高原里區道南104線口 / 臺南市東山區高原里區道南104-2線口,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.477636,23.283753
110年11月23日 14時50分00秒,嘉義縣中埔鄉和睦村中華路848號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.459416,23.449582
110年11月23日 21時46分35秒,苗栗縣竹南鎮崎頂里台61線側車道87公里處附近,死亡1;受傷0,普通重型-機車,120.869975,24.724431
110年11月24日 05時49分00秒,雲林縣麥寮鄉瓦磘村156線阿勸排水橋下,死亡1;受傷0,普通重型-機車,120.276148,23.754731
110年11月24日 09時50分00秒,臺北市大同區承德路2段 / 臺北市大同區平陽街,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用);民營客運-大客車,121.518127,25.054770
110年11月24日 11時38分25秒,桃園市八德區中華路口 / 桃園市八德區永豐路口,死亡1;受傷0,營業用-全聯結車;普通重型-機車,121.269934,24.977477
110年11月24日 15時18分00秒,彰化縣芬園鄉舊社村大彰路5段前0.0公尺,死亡1;受傷0,普通重型-機車,120.595132,24.028466
110年11月24日 17時18分54秒,花蓮縣花蓮市南濱路口 / 花蓮縣花蓮市明義街口,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.610936,23.969425
110年11月24日 17時43分55秒,臺南市官田區二鎮里工業路23之1號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.322959,23.210539
110年11月25日 01時10分47秒,苗栗縣竹南鎮公館里中港溪旁產業道路00006路燈桿旁,死亡1;受傷0,電動自行車-慢車,120.871426,24.658542
110年11月25日 05時35分00秒,臺東縣臺東市台11線 164.2公里,死亡1;受傷1,普通重型-機車;乘客-人,121.152644,22.745919
110年11月25日 06時43分36秒,桃園市大園區大園交流道出口(往埔心),死亡1;受傷4,營業用-曳引車;自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人,121.242448,25.033045
110年11月25日 08時20分00秒,新北市三峽區新北市三峽區介壽路3段電桿(編號187573),死亡1;受傷0,普通重型-機車,121.397963,24.941679
110年11月25日 08時50分00秒,新北市板橋區仁化街 / 新北市板橋區文聖街,死亡1;受傷0,民營客運-大客車;行人-人,121.476742,25.032206
110年11月25日 17時47分00秒,新竹市北區天府路一段190053號燈桿,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.941618,24.835096
110年11月25日 19時10分00秒,嘉義縣梅山鄉太平村162甲線9公里200公尺處,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,120.589938,23.562721
110年11月25日 20時39分00秒,新竹縣新豐鄉永寧街(竹5線5.5公里),死亡1;受傷0,普通重型-機車;租賃車-小客車,120.980289,24.898566
110年11月25日 22時10分00秒,臺中市太平區新吉里中山路三段 / 臺中市太平區新吉里中山路三段,死亡1;受傷0,自用-小客車;普通重型-機車,120.722033,24.149278
110年11月26日 05時58分00秒,臺中市東勢區泰昌里東崎路五段 / 臺中市東勢區泰昌里中泰街,死亡1;受傷0,自用-小客車;行人-人,120.835266,24.251244
110年11月26日 06時23分19秒,桃園市大溪區員林路三段45號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.264529,24.881315
110年11月26日 07時28分00秒,臺北市松山區復興北路 / 臺北市松山區復興北路,死亡1;受傷1,自用-小客車;腳踏自行車-慢車;乘客-人,121.544331,25.059051
110年11月26日 12時36分54秒,南投縣水里鄉福和路59-1號前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.891717,23.790393
110年11月26日 18時01分00秒,新竹縣竹北市博愛街816巷(E0197GE61)電桿處,死亡1;受傷1,普通重型-機車;乘客-人,121.022564,24.846186
110年11月27日 00時59分19秒,南投縣名間鄉南雲路9-8號,死亡1;受傷1,自用-小客車;乘客-人,120.704882,23.827113
110年11月27日 03時15分00秒,新北市林口區文化北路 / 新北市林口區八德路,死亡1;受傷0,營業用-大貨車;腳踏自行車-慢車,121.361165,25.073423
110年11月27日 03時40分00秒,新北市三重區新北市三重區國道路一段與力行路2段30巷46弄,死亡1;受傷1,普通重型-機車;行人-人;自用-小客車,121.479751,25.072592
110年11月27日 13時40分00秒,新竹縣竹東鎮自強路附近 / 新竹縣竹東鎮長春路3段口,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,121.083394,24.746402
110年11月27日 15時59分00秒,新北市汐止區康寧街 / 新北市汐止區翠峰街,死亡1;受傷1,自用-小客車;乘客-人,121.638240,25.073213
110年11月28日 02時50分00秒,臺南市東區大同路1段口 / 臺南市東區樹林街1段口,死亡1;受傷1,行人-人;普通重型-機車,120.211296,22.986469
110年11月28日 04時55分14秒,花蓮縣新城鄉新城村北三棧北側 / 花蓮縣新城鄉新城村北三棧西側,死亡1;受傷0,行人-人;營業用-大貨車,121.620846,24.106868
110年11月28日 06時07分08秒,南投縣竹山鎮秀林里頂林路452號前,死亡1;受傷0,自用-小客車,120.688406,23.734241
110年11月28日 08時24分00秒,彰化縣溪州鄉溪厝村中央路3段 / 彰化縣溪州鄉溪厝村廣東巷,死亡1;受傷0,自用-小客車;普通重型-機車,120.494933,23.841014
110年11月28日 09時30分00秒,彰化縣埤頭鄉大湖村彰水路2段732號前0.0公尺前,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.458841,23.875361
110年11月28日 11時40分00秒,臺北市萬華區萬大路 / 臺北市萬華區艋舺大道,死亡1;受傷0,普通重型-機車,121.500690,25.033189
110年11月28日 16時22分00秒,澎湖縣白沙鄉縣203線 20公里200.0公尺處東側向外側,死亡1;受傷1,普通重型-機車;乘客-人,119.559354,23.660956
110年11月28日 16時56分33秒,宜蘭縣宜蘭市蘭陽大橋北端路燈編號073號,死亡1;受傷0,普通重型-機車;自用-小客車,121.770144,24.718598
110年11月28日 21時17分00秒,屏東縣佳冬鄉台17線 265公里200.0公尺處南側,死亡1;受傷0,自用-小客車;其他人-人,120.529622,22.427027
110年11月29日 10時18分17秒,新竹市香山區西濱快速道路與美山路口側車道北上79K-C.008號電桿前,死亡1;受傷0,普通重型-機車;自用-大貨車,120.914787,24.778410
110年11月29日 11時29分00秒,花蓮縣壽豐鄉台11丙線 4公里800.0公尺處北側向機、慢車道,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.556035,23.896474
110年11月29日 16時19分00秒,桃園市龜山區文化一路附近 / 桃園市龜山區龜山一路附近,死亡1;受傷0,自用-大貨車;普通重型-機車,121.368898,25.064102
110年11月29日 17時22分00秒,臺中市清水區槺榔里八德路二段 / 臺中市清水區槺榔里大勇路,死亡1;受傷0,自用-大貨車;普通重型-機車,120.534766,24.268560
110年11月29日 17時36分00秒,臺中市沙鹿區西勢里中清路七段前0.0公尺,死亡1;受傷0,普通輕型-機車,120.587907,24.251181
110年11月30日 05時46分00秒,高雄市岡山區潭底路 / 高雄市岡山區嘉峰路,死亡1;受傷0,普通重型-機車,120.310077,22.826165
110年11月30日 17時13分00秒,桃園市龜山區文化一路口 / 桃園市龜山區文學路口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.385393,25.042081
110年11月30日 18時38分00秒,彰化縣溪湖鎮湖西里大公路 / 彰化縣溪湖鎮湖西里大公五街,死亡1;受傷0,自用-小客車;普通重型-機車,120.526749,23.950544
110年11月30日 19時55分52秒,苗栗縣西湖鄉二湖村公館8號附近(燈桿編號1270),死亡1;受傷0,營業用-曳引車,120.746528,24.574881
110年12月01日 15時30分00秒,苗栗縣南庄鄉泰安聯絡道路2.2公里處,死亡1;受傷0,自用-小客車;普通重型-機車,120.957536,24.516401
110年12月01日 15時58分00秒,臺中市西屯區港尾里環中路一段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.656996,24.200516
110年12月01日 17時44分00秒,雲林縣土庫鎮東平里雲101公路191817燈桿前,死亡1;受傷0,普通重型-機車,120.365552,23.722040
110年12月01日 19時12分00秒,桃園市大園區桃園國際機場航翔路103號旁建築基地(大園區貨運段7地號)前防汛道路,死亡1;受傷0,動力機械-其他車;普通重型-機車,121.251439,25.096587
110年12月02日 09時51分00秒,新北市新店區北宜路1段57號前0.0公尺,死亡1;受傷0,自用-大貨車;行人-人,121.538509,24.956695
110年12月02日 11時00分00秒,新北市板橋區環河西路4段前0.0公尺,死亡1;受傷0,營業用-大貨車;普通重型-機車,121.487540,25.014051
110年12月02日 15時31分00秒,臺中市北屯區廍子里祥順東路二段 / 臺中市北屯區廍子里軍福十三路,死亡1;受傷0,自用-大貨車;普通重型-機車,120.729486,24.171268
110年12月03日 00時27分28秒,桃園市中壢區中豐北路二段0119718路燈,死亡2;受傷0,普通重型-機車;乘客-人,121.207792,24.989385
110年12月03日 07時42分00秒,臺北市士林區福德路 / 臺北市士林區基河路,死亡1;受傷0,自用-小客車;普通重型-機車,121.521062,25.091993
110年12月03日 07時51分00秒,彰化縣伸港鄉台61線 165公里500.0公尺處南側向外側,死亡1;受傷0,普通重型-機車;自用-曳引車,120.486240,24.159207
110年12月03日 08時17分00秒,新北市新店區北宜路1段 / 新北市新店區中興路,死亡1;受傷0,自用-小客車;普通重型-機車,121.542779,24.953206
110年12月03日 08時47分32秒,新竹縣湖口鄉榮光路口 / 新竹縣湖口鄉三民南路口,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.997199,24.866150
110年12月03日 10時29分00秒,高雄市林園區鳳林路2段 / 高雄市林園區林園北路,死亡1;受傷0,自用-小客車;普通重型-機車,120.395382,22.515186
110年12月03日 11時37分22秒,桃園市蘆竹區長安路二段口 / 桃園市蘆竹區南山路二段口,死亡1;受傷0,自用-小客車;普通重型-機車,121.285109,25.063674
110年12月03日 16時35分00秒,桃園市大園區大竹南路口 / 桃園市大園區大竹南路口,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人;乘客-人,121.229843,25.042743
110年12月03日 18時00分00秒,臺南市七股區樹林里南37-1線公路0.3公里處,死亡1;受傷0,自用-小客車;行人-人,120.157781,23.113112
110年12月03日 21時42分00秒,雲林縣古坑鄉中山路與(福德宮)產業道路口,死亡1;受傷1,自用-小客車;普通重型-機車,120.558751,23.665928
110年12月03日 22時15分00秒,臺東縣長濱鄉台30線 32公里,死亡1;受傷0,普通重型-機車,121.385990,23.264229
